city,location,price,bedrooms,baths,size
Karachi,DHA Phase 5,130000000,6,7,16.53
Karachi,DHA Phase 6,30000000,4,4,6.61
Karachi,DHA Phase 4,85000000,5,6,14.88
Karachi,DHA Phase 4,102500000,6,6,16.53
Karachi,DHA Phase 7,107500000,6,7,13.22
Karachi,Country Apartment,8000000,2,2,3.11
Karachi,DHA Phase 4,260000000,5,6,19.83
Karachi,DHA Phase 8 - Zone A,400000000,6,6,33.06
Karachi,DHA Phase 4,92500000,4,6,9.92
Karachi,DHA Phase 4,72500000,4,5,9.92
Karachi,DHA Phase 4,105000000,5,0,9.92
Karachi,DHA Phase 4,82500000,4,5,13.22
Karachi,DHA Phase 4,77500000,5,6,9.92
Karachi,DHA Phase 7,107000000,5,6,16.53
Karachi,Euro Clock Tower,10500000,2,2,2.74
Karachi,DHA Phase 8 - Zone A,165000000,6,7,16.53
Karachi,DHA Phase 4,95000000,4,5,9.92
Karachi,Bahria Town Karachi,18500000,3,3,6.61
Karachi,Bahria Town - Precinct 10-A,18500000,3,3,6.61
Karachi,DHA Phase 2 Extension,8000000,2,2,3.31
Karachi,Naya Nazimabad,16200000,2,3,4.6
Karachi,North Town Residency,3510000,2,2,2.28
Karachi,Emaar Reef Towers,50000000,1,3,4.46
Karachi,Emaar Pearl Towers,80000000,3,5,8.03
Karachi,DHA Phase 8,140000000,7,7,16.53
Karachi,Khalid Bin Walid Road,62000000,3,3,7.34
Karachi,Clifton,46500000,3,3,7.34
Karachi,Shahrah-e-Pakistan,14000000,2,2,3.5
Karachi,Nazimabad,8500000,2,3,3.57
Karachi,Nazimabad 3,27500000,8,4,4.4
Karachi,Nazimabad 5,33000000,0,0,5.29
Karachi,Falcon Complex New Malir,107000000,5,5,16.53
Karachi,Falcon Complex New Malir,80000000,4,4,11.57
Karachi,Falcon Complex New Malir,105000000,5,5,16.53
Karachi,North Nazimabad - Block I,13500000,3,3,4.96
Karachi,Gulshan-e-Iqbal - Block 6,8000000,2,2,2.94
Karachi,Gulshan-e-Maymar - Sector Z,20000000,6,4,6.61
Karachi,Gulistan-e-Jauhar - Block 15,12500000,3,3,4.4
Karachi,Gulistan-e-Jauhar - Block 17,12000000,4,4,5.16
Karachi,Surjani Town,12000000,2,2,3.97
Karachi,Gulistan-e-Jauhar - Block 17,12000000,3,3,4.76
Karachi,Gulistan-e-Jauhar - Block 13,11500000,3,3,5.16
Karachi,Gulistan-e-Jauhar - Block 15,17000000,3,3,4.76
Karachi,Gulistan-e-Jauhar - Block 11,35000000,3,3,7.93
Karachi,Sidra Capital,24000000,3,3,5.88
Karachi,Gulistan-e-Jauhar - Block 3-A,16000000,2,2,3.87
Karachi,Rafah-e-Aam,62500000,4,7,11.01
Karachi,Malir,4500000,2,2,2.58
Karachi,Malir,16000000,9,7,4.4
Karachi,Gulshan-e-Maymar - Sector X,27000000,6,6,6.61
Karachi,Gulshan-e-Maymar,25000000,6,6,6.61
Karachi,Gulshan-e-Maymar,20000000,6,6,3.97
Karachi,Gulshan-e-Maymar - Sector X,32500000,6,6,6.61
Karachi,Gulshan-e-Maymar - Sector Q,24000000,4,4,5.12
Karachi,Gulshan-e-Maymar - Sector U,32000000,5,4,7.93
Karachi,Gulshan-e-Maymar - Sector X,35000000,6,6,6.61
Karachi,Gulshan-e-Maymar - Sector U,41000000,7,6,7.93
Karachi,Gulshan-e-Maymar - Sector U,35000000,6,6,7.93
Karachi,Gulshan-e-Maymar - Sector R,14500000,2,2,3.97
Karachi,Gulshan-e-Maymar - Sector R,18000000,4,4,4.79
Karachi,Gulshan-e-Maymar - Sector Z,33000000,3,3,6.61
Karachi,Gulshan-e-Maymar - Sector T,40000000,6,6,7.93
Karachi,Saadi Town,6974000,4,3,4.23
Karachi,Saadi Town,6774000,4,3,4.23
Karachi,Gulshan-e-Maymar - Sector R,39000000,6,6,7.93
Karachi,Gulshan-e-Maymar - Sector U,28500000,6,6,8.79
Karachi,Gulshan-e-Maymar - Sector X,57500000,6,6,13.22
Karachi,Gulshan-e-Maymar - Sector R,19000000,4,4,3.97
Karachi,Gulshan-e-Maymar - Sector R,23000000,4,4,3.97
Karachi,Saadi Garden,6574000,4,3,4.23
Karachi,Saadi Garden - Block 1,7174000,4,3,4.23
Karachi,North Nazimabad - Block F,140000000,6,6,16.53
Karachi,North Nazimabad - Block H,57500000,6,6,7.7
Karachi,North Nazimabad - Block T,17500000,3,3,4.76
Karachi,North Nazimabad - Block H,72000000,6,6,7.7
Karachi,North Nazimabad - Block L,80000000,5,5,19.83
Karachi,North Nazimabad - Block H,77500000,6,6,7.7
Karachi,North Nazimabad - Block L,62500000,6,6,8.46
Karachi,North Nazimabad - Block K,6200000,2,2,3.5
Karachi,North Nazimabad - Block H,31000000,3,3,6.05
Karachi,North Nazimabad - Block L,62500000,9,6,8.46
Karachi,North Nazimabad - Block H,55000000,6,6,7.93
Karachi,Naya Nazimabad - Block D,40000000,5,6,5.29
Karachi,Liaquatabad - Block 6,3150000,2,1,1.65
Karachi,Liaquatabad - Block 10,5800000,4,2,3.31
Karachi,Liaquatabad - Block 6,3450000,2,1,1.82
Karachi,Liaquatabad - Block 6,2450000,2,1,1.59
Karachi,Federal B Area - Block 7,7800000,2,3,3.97
Karachi,Liaquatabad - Block 5,6200000,3,2,3.31
Karachi,Liaquatabad - Block 7,2650000,2,1,1.65
Karachi,Liaquatabad - Block 6,3000000,2,1,1.65
Karachi,Liaquatabad - Block 6,8800000,4,4,1.49
Karachi,Liaquatabad - Block 6,2450000,2,1,1.65
Karachi,Liaquatabad - Block 6,3000000,2,1,1.59
Karachi,Gulshan-e-Noor,5500000,2,2,3.97
Karachi,Liaquatabad - Block 6,3000000,2,1,1.55
Karachi,Liaquatabad,14500000,0,0,1.59
Karachi,Surjani Town - Sector 5C,12000000,5,6,4.1
Karachi,Surjani Town - Sector 5C,11500000,6,6,4.1
Karachi,PECHS Block 2,52500000,4,4,6.61
Karachi,Safari Enclave Apartments,14500000,3,3,5.16
Karachi,Gulistan-e-Jauhar - Block 15,16500000,3,3,6.61
Karachi,Noman Residencia,11200000,2,2,4.03
Karachi,Gulistan-e-Jauhar - Block 9,10000000,3,3,4.03
Karachi,Gulistan-e-Jauhar - Block 1,9500000,2,2,3.67
Karachi,Surjani Town - Sector 5D,9500000,6,4,2.78
Karachi,Surjani Town - Sector 5D,10800000,6,4,2.78
Karachi,Surjani Town - Sector 5D,15000000,4,4,2.98
Karachi,Surjani Town - Sector 5B,5000000,4,4,2.05
Karachi,DHA Phase 8,145000000,5,6,16.53
Karachi,DHA Phase 6,150000000,5,6,16.53
Karachi,DHA Phase 6,89000000,6,6,16.53
Karachi,DHA Phase 6,115000000,6,6,16.53
Karachi,DHA Phase 4,80000000,5,6,9.92
Karachi,Gulistan-e-Jauhar - Block 3-A,26000000,3,3,10.58
Karachi,Gulistan-e-Jauhar - Block 15,11500000,3,3,5.16
Karachi,Gulistan-e-Jauhar - Block 14,20000000,2,2,2.64
Karachi,Gulistan-e-Jauhar - Block 15,71000000,7,6,9.92
Karachi,Gulistan-e-Jauhar - Block 3,49000000,3,3,7.93
Karachi,Gulistan-e-Jauhar - Block 2,60000000,6,6,7.93
Karachi,Gulistan-e-Jauhar - Block 15,52500000,5,5,7.93
Karachi,Gulshan-e-Iqbal - Block 13/D-1,27500000,3,3,7.93
Karachi,Gulistan-e-Jauhar - Block 12,77500000,7,6,13.22
Karachi,Gulzar-e-Hijri,4000000,2,2,3.5
Karachi,Gulshan-e-Maymar - Sector R,22500000,5,5,3.97
Karachi,HMR Waterfront,90000000,2,2,7.11
Karachi,Falaknaz Dreams,7400000,2,2,3.93
Karachi,Falaknaz Harmony,18800000,3,3,5.88
Karachi,Falaknaz Harmony,18500000,3,4,5.88
Karachi,Saima Presidency,15000000,2,2,4.4
Karachi,North Nazimabad - Block Q,120000000,9,6,21.16
Karachi,University Road,27000000,4,4,7.34
Karachi,Falcon Complex New Malir,105000000,5,5,16.53
Karachi,Askari 6,62000000,5,6,12.4
Karachi,Askari 6,63500000,5,6,12.4
Karachi,Falcon Complex New Malir,93500000,5,5,16.53
Karachi,Askari 6,60500000,5,6,12.4
Karachi,North Karachi - Sector 11-H,5000000,2,2,3.5
Karachi,Bahria Town - Precinct 8,31500000,5,5,8.26
Karachi,Gulistan-e-Jauhar - Block 15,63000000,5,4,7.93
Karachi,Gulistan-e-Jauhar - Block 15,60000000,9,6,7.93
Karachi,Gulistan-e-Jauhar - Block 15,59500000,9,6,7.93
Karachi,Gulistan-e-Jauhar - Block 15,18500000,3,3,5.16
Karachi,Gulistan-e-Jauhar - Block 3-A,17000000,3,3,6.61
Karachi,Gulshan-e-Iqbal - Block 9,108000000,7,6,19.83
Karachi,Gulistan-e-Jauhar - Block 18,15900000,3,3,5.88
Karachi,Gulistan-e-Jauhar - Block 13,21300000,3,3,5.88
Karachi,Gulistan-e-Jauhar - Block 14,20900000,3,3,5.88
Karachi,Gulshan-e-Iqbal - Block 10-A,32800000,3,3,8.83
Karachi,DHA Phase 8,142500000,6,6,16.53
Karachi,Gulshan-e-Iqbal - Block 1,19700000,3,3,5.69
Karachi,Rufi Lake Drive Apartments,15500000,3,3,7.11
Karachi,DHA Phase 6,105000000,6,6,16.53
Karachi,Saadi Town,22000000,2,3,3.97
Karachi,Bab-e-Rehmat Teacher Cooperative Housing Society,20500000,3,3,5.32
Karachi,Saadi Town,49500000,11,6,9.92
Karachi,Gulistan-e-Jauhar,11000000,3,3,5.19
Karachi,Saadi Town,28000000,3,3,7.93
Karachi,Saadi Town,14800000,3,3,3.97
Karachi,Saadi Town,15500000,2,3,3.97
Karachi,Gulshan-e-Iqbal - Block 13/B,19000000,4,4,6.05
Karachi,Gulistan-e-Jauhar,3800000,2,2,2.21
Karachi,Saadi Town,12800000,6,5,3.97
Karachi,Sector 31 - Punjabi Saudagar City Phase 2,6500000,2,2,3.11
Karachi,Sector 32 - Punjabi Saudagar City Phase 1,18000000,2,3,3.97
Karachi,Saima Arabian Villas,13500000,3,3,3.97
Karachi,Gulshan-e-Maymar - Sector R,14500000,2,2,3.97
Karachi,Gulshan-e-Maymar - Sector R,19500000,4,5,3.97
Karachi,PHA Maymar Towers,15000000,3,3,6.05
Karachi,Gulshan-e-Maymar - Sector Q,19000000,4,4,3.97
Karachi,Palm Residency,24000000,3,4,6.78
Karachi,Gulshan-e-Maymar - Sector Y,10000000,2,2,3.93
Karachi,Gulshan-e-Maymar - Sector X,26800000,6,6,6.61
Karachi,Gulshan-e-Maymar - Sector U,26500000,4,4,7.93
Karachi,Pakistan Merchant Navy Society,9800000,2,2,2.64
Karachi,Kings Cottages,16000000,3,3,5.36
Karachi,Gulistan-e-Jauhar - Block 15,90000000,6,6,13.22
Karachi,Askari 5 - Sector H,93000000,5,5,14.12
Karachi,Falaknaz Harmony,8400000,2,2,2.74
Karachi,Lakhani Fantasia,5400000,1,1,1.65
Karachi,DHA Phase 5,18500000,3,3,5.52
Karachi,DHA Phase 8,45000000,4,5,3.31
Karachi,Bukhari Commercial Area,13500000,2,3,4.76
Karachi,DHA Phase 6,340000000,6,6,33.06
Karachi,Bahria Town - Precinct 15,10500000,3,3,4.13
Karachi,HMR Waterfront,43000000,1,2,3.74
Karachi,Emaar The Views,105000000,3,4,8.46
Karachi,Emaar Reef Towers,84000000,3,4,9.92
Karachi,Bahria Paradise,40500000,5,5,16.53
Karachi,Emaar Crescent Bay,75000000,3,4,8.07
Karachi,Emaar Panorama,44000000,1,2,4.4
Karachi,Emaar Pearl Towers,63500000,2,3,6.25
Karachi,DHA Phase 8,52000000,2,3,4.96
Karachi,Emaar Pearl Towers,78000000,3,4,8.07
Karachi,Emaar Pearl Towers,62000000,2,3,6.15
Karachi,Emaar Reef Towers,80000000,3,4,9.19
Karachi,Emaar Reef Towers,61000000,2,3,7.7
Karachi,Saima Villas,10800000,3,3,3.97
Karachi,HMR Waterfront,29900000,1,2,3.31
Karachi,Emaar Reef Towers,52000000,1,2,5.16
Karachi,Emaar Crescent Bay,63000000,2,3,7.7
Karachi,Emaar Crescent Bay,60000000,2,3,6.41
Karachi,Emaar Pearl Towers,86000000,3,4,8.99
Karachi,Emaar Pearl Towers,77500000,3,4,8.99
Karachi,HMR Waterfront,75000000,2,3,8.46
Karachi,Emaar Pearl Towers,109000000,4,5,11.01
Karachi,Emaar Reef Towers,85000000,3,4,10.28
Karachi,Emaar Crescent Bay,70000000,3,4,9.19
Karachi,Emaar Crescent Bay,55000000,1,2,4.4
Karachi,Emaar Pearl Towers,92000000,3,4,8.99
Karachi,Emaar Panorama,97500000,2,4,9.19
Karachi,North Nazimabad - Block S,148500000,4,4,23.97
Karachi,HMR Waterfront,53500000,2,3,5.32
Karachi,HMR Waterfront,58500000,2,3,5.52
Karachi,Emaar Crescent Bay,67500000,2,3,7.7
Karachi,HMR Waterfront,50000000,2,3,4.23
Karachi,HMR Waterfront,90000000,3,4,8.63
Karachi,Emaar Crescent Bay,100000000,2,3,7.97
Karachi,HMR Waterfront,52000000,2,3,5.16
Karachi,HMR Waterfront,35000000,1,2,3.67
Karachi,Emaar Panorama,58000000,2,3,6.25
Karachi,Gulshan-e-Iqbal - Block 2,23000000,2,2,6.61
Karachi,Pakistan Merchant Navy Society,10200000,2,2,3.11
Karachi,Gulshan-e-Iqbal - Block 13/D-3,11500000,3,3,4.76
Karachi,Sector 25-A - Punjabi Saudagar Multi Purpose Society,14000000,3,3,4.4
Karachi,North Nazimabad - Block D,13000000,3,3,4.3
Karachi,North Nazimabad - Block I,18900000,3,3,7.93
Karachi,Gulshan-e-Maymar - Sector R,21500000,5,5,3.97
Karachi,Scheme 33,29500000,3,4,3.97
Karachi,DHA Phase 5,87500000,4,5,16.53
Karachi,DHA Phase 8,47500000,3,3,3.31
Karachi,DHA Phase 8,60000000,4,4,3.97
Karachi,Askari 6,61000000,5,6,12.4
Karachi,DHA Phase 2 Extension,25000000,4,4,7.34
Karachi,DHA Phase 2 Extension,12000000,2,2,3.54
Karachi,Gulistan-e-Jauhar - Block 14,16500000,3,3,5.52
Karachi,Gulistan-e-Jauhar - Block 15,29900000,4,4,10.91
Karachi,Defence View Phase 1,29500000,3,4,5.52
Karachi,DHA Phase 2 - Sunset Boulevard Commercial Area,147500000,5,6,33.06
Karachi,Bahria Town - Precinct 9,60000000,6,7,16.53
Karachi,Bahria Hills,55800000,5,6,16.53
Karachi,New Lyari Cooperative Housing Society,25500000,3,4,6.61
Karachi,Creek Vista,70000000,3,4,11.77
Karachi,Bahria Heights,9200000,2,2,4.03
Karachi,Bahria Apartments,7500000,2,2,3.5
Karachi,Bahria Town Karachi,13500000,3,3,9.16
Karachi,Emaar Reef Towers,60000000,2,4,6.02
Karachi,Bahria Homes - Iqbal Villas,16500000,3,3,5.02
Karachi,Gulistan-e-Jauhar - Block 3-A,20000000,3,3,6.41
Karachi,Saadi Town,65000000,6,6,13.22
Karachi,Saadi Town,15500000,3,4,3.97
Karachi,Saadi Town,32500000,4,6,7.93
Karachi,Gulshan-e-Maymar,29000000,6,6,6.61
Karachi,Gulshan-e-Maymar,40000000,6,6,7.93
Karachi,Gulshan-e-Maymar,12500000,3,3,5.69
Karachi,Gulshan-e-Maymar,62500000,7,6,13.22
Karachi,Gulshan-e-Maymar,57000000,3,3,13.22
Karachi,Gulshan-e-Maymar - Sector Z,10500000,4,4,2.64
Karachi,Gulshan-e-Maymar,45000000,5,6,13.22
Karachi,Gulshan-e-Maymar,33500000,6,6,6.61
Karachi,Gulshan-e-Maymar,6500000,2,2,2.94
Karachi,DHA Phase 6,125000000,6,7,16.53
Karachi,Federal B Area - Block 15,11500000,3,3,3.97
Karachi,Federal B Area - Block 18,7500000,2,2,2.64
Karachi,Bahria Town - Quaid Villas,22000000,3,3,6.61
Karachi,DHA Phase 8,77500000,3,3,16.53
Karachi,Gulshan-e-Iqbal - Block 3,30000000,3,3,7.93
Karachi,Gulshan-e-Iqbal - Block 13/D,80000000,7,7,9.92
Karachi,Emaar Crescent Bay,79000000,3,5,8.03
Karachi,DHA Phase 5,130000000,6,6,16.53
Karachi,DHA Phase 5,130000000,6,6,16.53
Karachi,DHA Phase 6,187500000,6,7,16.53
Karachi,DHA Phase 6,110000000,6,7,16.53
Karachi,DHA Phase 6,110000000,6,7,16.53
Karachi,DHA Phase 8,350000000,6,6,33.06
Karachi,DHA Phase 8,400000000,6,6,33.06
Karachi,DHA Phase 8,420000000,6,7,33.06
Karachi,DHA Phase 8,410000000,6,7,33.06
Karachi,DHA Phase 8,410000000,6,7,33.06
Karachi,DHA Phase 8,210000000,7,7,16.53
Karachi,DHA Phase 8,187500000,5,6,16.53
Karachi,DHA Phase 8,210000000,6,6,16.53
Karachi,DHA Phase 8,220000000,7,6,16.53
Karachi,DHA Phase 8,209500000,5,6,16.53
Karachi,North Karachi - Sector 5-C/1,18600000,4,4,3.97
Karachi,Gohar Complex,10500000,2,3,3.31
Karachi,Akhtar Colony,15500000,10,6,2.64
Karachi,DHA Phase 8,320000000,6,7,22.02
Karachi,Gulshan-e-Iqbal - Block 3,78000000,11,6,7.93
Karachi,Nazimabad - Block 5C,6500000,2,3,2.31
Karachi,Nazimabad - Block 5C,6500000,2,2,2.31
Karachi,Nazimabad - Block 5C,5500000,2,2,1.98
Karachi,Nazimabad 3 - Block C,16000000,2,2,7.14
Karachi,PIB Colony,9500000,2,2,3.31
Karachi,North Nazimabad - Block J,9000000,2,2,3.31
Karachi,KDA Officers Society,160000000,4,4,8.93
Karachi,KDA Officers Society,130000000,6,6,7.93
Karachi,KDA Officers Society,150000000,5,5,7.93
Karachi,KDA Officers Society,300000000,7,6,13.22
Karachi,KDA Officers Society,180000000,5,5,7.93
Karachi,Army Officers Housing Society,450000000,6,6,19.83
Karachi,Army Officers Housing Society,600000000,6,6,26.45
Karachi,Army Officers Housing Society,650000000,6,6,26.45
Karachi,Nazimabad - Block 5E,9500000,3,3,4.4
Karachi,Scheme 33,40000000,6,5,7.93
Karachi,Khalid Bin Walid Road,51500000,3,4,6.61
Karachi,SMCHS - Sindhi Muslim Society,31000000,3,3,6.61
Karachi,DHA Phase 6,132500000,5,7,16.53
Karachi,DHA Phase 6,105000000,6,6,16.53
Karachi,DHA Phase 8,220000000,6,6,16.53
Karachi,Saadi Town,13900000,2,4,3.97
Karachi,DHA Phase 8,165000000,7,7,16.53
Karachi,Gulshan-e-Usman Housing Society,13000000,2,4,3.97
Karachi,Saadi Town - Block 4,49000000,7,0,13.22
Karachi,Saadi Garden,15500000,4,6,3.97
Karachi,Federal B Area - Block 15,6200000,2,2,3.97
Karachi,Saadi Town - Block 5,24900000,4,6,3.97
Karachi,Saadi Town - Block 5,35500000,6,6,7.93
Karachi,Gulistan-e-Jauhar - Block 2,95000000,6,7,13.22
Karachi,Capital Cooperative Housing Society,8000000,2,2,2.94
Karachi,Gulshan-e-Iqbal - Block 4,8800000,2,2,3.67
Karachi,Capital Cooperative Housing Society,8000000,2,2,2.94
Karachi,Kings Classic,13000000,3,3,5.52
Karachi,Kings Highrise Apartments,27000000,4,4,7.34
Karachi,Roomi Residency,24000000,2,2,4.03
Karachi,Capital Cooperative Housing Society,21000000,2,2,3.97
Karachi,Metropolis Residency,35500000,3,3,7.17
Karachi,Capital Cooperative Housing Society,50000000,6,6,7.93
Karachi,Capital Cooperative Housing Society,52000000,6,6,7.93
Karachi,Gulshan-e-Kaneez Fatima,64000000,8,6,13.22
Karachi,Karachi Rajput Co-operative Housing Society,16000000,3,4,6.61
Karachi,Karachi Rajput Co-operative Housing Society,15000000,2,2,3.97
Karachi,Bahria Homes - Iqbal Villas,16200000,3,3,5.02
Karachi,Sharfabad,35000000,3,3,5.52
Karachi,Sharfabad,40000000,3,3,6.61
Karachi,Gulshan-e-Iqbal - Block 19,49000000,4,4,5.29
Karachi,Dhoraji Colony,16500000,2,2,3.67
Karachi,Dhoraji Colony,13500000,2,2,3.67
Karachi,Callachi Cooperative Housing Society,17500000,2,2,5.16
Karachi,Dhoraji Colony,115000000,9,7,5.29
Karachi,Dhoraji Colony,16000000,2,2,3.67
Karachi,Gulshan-e-Iqbal,12500000,2,2,3.87
Karachi,Shahra-e-Qaideen,67500000,4,4,8.07
Karachi,Shaheed Millat Road,60000000,4,4,8.83
Karachi,Bahadurabad,32500000,3,3,5.52
Karachi,Khalid Bin Walid Road,28000000,2,2,4.03
Karachi,Civil Lines,69000000,3,4,9.06
Karachi,DHA Phase 6,110000000,6,7,16.53
Karachi,Bath Island,80000000,4,4,7.93
Karachi,DHA Phase 7,165000000,6,6,16.53
Karachi,DHA Phase 8,220000000,6,0,19.83
Karachi,DHA Phase 1,200000000,8,0,26.45
Karachi,Anwar-e-Ibrahim,12100000,2,2,3.31
Karachi,Anwar-e-Ibrahim,14500000,6,3,2.64
Karachi,Shaheed Millat Road,41000000,3,3,8.07
Karachi,Shaheed Millat Road,45000000,3,3,6.25
Karachi,Shahra-e-Faisal,83500000,4,5,14.68
Karachi,PECHS Block 2,85000000,4,5,16.53
Karachi,KDA Scheme 1,65000000,4,5,8.83
Karachi,Shahra-e-Faisal,57500000,3,3,8.99
Karachi,Bath Island,75000000,4,4,6.61
Karachi,Khalid Bin Walid Road,42500000,3,3,6.41
Karachi,PECHS Block 2,42500000,3,3,6.25
Karachi,Amir Khusro,200000000,5,5,14.88
Karachi,DHA Phase 6,185000000,5,5,33.06
Karachi,DHA Phase 6,215000000,7,4,33.06
Karachi,Shahra-e-Faisal,45000000,3,3,7.34
Karachi,Bahria Town - Precinct 10-A,18000000,3,3,6.61
Karachi,Bahria Town - Jinnah Avenue,9100000,3,2,3.44
Karachi,DHA Phase 8,175000000,6,6,16.53
Karachi,DHA Phase 1,112500000,7,7,50.41
Karachi,Rufi Lake Drive Apartments,26500000,4,4,8.83
Karachi,Gulistan-e-Jauhar,36000000,6,7,4.96
Karachi,Rufi Lake Drive Apartments,26500000,6,6,8.83
Karachi,Gulistan-e-Jauhar - Block 7,10900000,3,3,4.4
Karachi,Gulistan-e-Jauhar - Block 7,55000000,0,0,10.58
Karachi,DHA Phase 5,155000000,6,6,16.53
Karachi,Kings Garden,21800000,4,5,3.97
Karachi,DHA Phase 7,140000000,6,6,16.53
Karachi,Emaar Crescent Bay,44500000,2,2,6.58
Karachi,Bath Island,52500000,3,4,7.34
Karachi,Gulshan-e-Iqbal - Block 10-A,33000000,3,3,8.83
Karachi,Clifton - Block 9,42500000,3,3,6.61
Karachi,Bath Island,52500000,3,3,7.34
Karachi,DHA Phase 8,360000000,6,6,33.06
Karachi,Bath Island,70000000,4,5,9.19
Karachi,Saddar,24000000,2,3,5.16
Karachi,Saddar,16000000,3,3,5.16
Karachi,Civil Lines,70000000,3,3,8.07
Karachi,Clifton - Block 4,21000000,2,3,3.87
Karachi,Clifton,50000000,3,3,6.61
Karachi,Gizri,20000000,3,3,4.96
Karachi,Clifton - Block 8,40500000,4,4,8.03
Karachi,Clifton - Block 8,46500000,3,3,7.34
Karachi,Clifton - Block 2,21000000,2,3,5.16
Karachi,Frere Town,45000000,3,4,6.25
Karachi,Clifton - Block 9,40000000,3,4,7.34
Karachi,Bath Island,50000000,3,4,7.34
Karachi,Clifton,33000000,3,3,5.88
Karachi,DHA Phase 8,150000000,6,6,16.53
Karachi,Clifton - Block 8,46000000,3,4,6.41
Karachi,Bath Island,47500000,3,3,7.07
Karachi,Clifton,42500000,4,4,7.34
Karachi,Bath Island,38000000,2,2,6.61
Karachi,DHA Phase 4,65000000,4,4,9.92
Karachi,Civil Lines,37500000,3,3,5.55
Karachi,Bath Island,43000000,3,3,8.83
Karachi,DHA Phase 8,30100000,3,3,4.33
Karachi,DHA Phase 7 Extension,125000000,6,6,16.53
Karachi,Gulshan-e-Sikandar,6500000,3,2,3.97
Karachi,KDA Employees Society - Korangi,13200000,0,0,3.97
Karachi,KDA Employees Society - Korangi,16000000,0,0,8.83
Karachi,DHA Phase 2 Extension,13000000,3,3,4.03
Karachi,Callachi Cooperative Housing Society,15500000,2,3,4.76
Karachi,Gulistan-e-Jauhar - Block 18,7200000,2,2,3.67
Karachi,DHA Phase 4,92500000,4,5,9.92
Karachi,DHA Phase 8,220000000,6,6,33.06
Karachi,DHA Phase 6,195000000,6,6,33.06
Karachi,Safari Enclave Apartments,11500000,2,3,3.87
Karachi,Rafi Premier Residency,21500000,3,3,6.25
Karachi,Gulshan-e-Iqbal - Block 5,105000000,6,6,13.22
Karachi,DHA City - Sector 3A,23000000,3,4,8.26
Karachi,Gulshan-e-Iqbal - Block 5,11000000,2,2,3.67
Karachi,Saadi Garden - Block 5,15700000,2,3,3.97
Karachi,Gulshan-e-Iqbal - Block 13/D-1,130000000,6,6,13.22
Karachi,State Bank of Pakistan Housing Society,41000000,6,6,6.61
Karachi,Gwalior Cooperative Housing Society,27500000,4,5,3.97
Karachi,Gwalior Cooperative Housing Society,7500000,2,2,3.04
Karachi,Gwalior Cooperative Housing Society,8500000,3,3,3.67
Karachi,Capital Cooperative Housing Society,29500000,4,4,3.97
Karachi,Madras Cooperative Housing Society,12500000,2,2,4.03
Karachi,PCSIR Housing Society,6900000,2,2,3.11
Karachi,Gwalior Cooperative Housing Society,8300000,2,2,3.01
Karachi,Gwalior Cooperative Housing Society,47000000,6,6,7.93
Karachi,State Bank of Pakistan Housing Society,5800000,2,2,2.51
Karachi,Gwalior Cooperative Housing Society,8000000,2,2,3.17
Karachi,Gwalior Cooperative Housing Society,8200000,3,3,3.31
Karachi,Gwalior Cooperative Housing Society,8000000,2,2,3.11
Karachi,Punjabi Saudagar Society Phase 2,22000000,4,4,3.97
Karachi,Federal B Area - Block 14,11500000,3,3,4.4
Karachi,Pilibhit Cooperative Housing Society,50000000,6,6,7.93
Karachi,Gulistan Society Phase 1,50000000,7,6,7.5
Karachi,Gwalior Cooperative Housing Society,8000000,3,3,3.67
Karachi,Gwalior Cooperative Housing Society,28500000,4,5,3.97
Karachi,State Bank of Pakistan Housing Society,46000000,6,7,6.61
Karachi,DHA Phase 6,33000000,3,4,5.16
Karachi,Gulistan-e-Jauhar - Block 3,58000000,8,6,7.93
Karachi,PECHS Block 3,85000000,4,4,8.26
Karachi,Bahadurabad,180000000,11,7,9.09
Karachi,Bahadurabad,200000000,11,7,9.09
Karachi,Bahadurabad,56500000,4,4,9.09
Karachi,PECHS,13500000,2,2,3.67
Karachi,DHA Phase 6,140000000,5,5,16.53
Karachi,Gulistan-e-Jauhar - Block 11,24000000,3,3,5.52
Karachi,Gulshan-e-Iqbal - Block 5,40000000,3,3,7.93
Karachi,Saima Villas,8300000,2,2,3.97
Karachi,Scheme 33,9400000,2,2,3.97
Karachi,Saima Villas,10900000,3,3,3.97
Karachi,Saima Villas,9200000,2,2,3.97
Karachi,Saima Villas,10900000,3,3,3.97
Karachi,Saima Villas,10700000,3,3,3.97
Karachi,Saima Villas,12800000,4,3,5.29
Karachi,Saima Villas,11200000,3,3,3.97
Karachi,Saima Villas,18900000,4,4,7.93
Karachi,Saima Villas,13500000,4,3,5.29
Karachi,Saadi Garden - Block 5,15500000,3,3,3.97
Karachi,Saima Villas,9200000,2,2,3.97
Karachi,Saima Villas,9200000,2,2,3.97
Karachi,Saima Villas,13500000,3,3,5.29
Karachi,Saima Villas,18800000,4,3,7.93
Karachi,Saima Villas,13500000,3,3,5.29
Karachi,Saima Villas,8550000,2,2,3.97
Karachi,Saima Villas,13400000,4,3,5.29
Karachi,Saima Villas,13500000,3,3,5.29
Karachi,Emaar Reef Towers,79000000,3,3,8.99
Karachi,Emaar Reef Towers,83500000,3,3,10.28
Karachi,Emaar Crescent Bay,42500000,1,1,3.67
Karachi,Emaar Coral Towers,41500000,2,2,6.61
Karachi,Emaar Coral Towers,49000000,2,2,6.61
